-4.487	-4.499	-4.497	-4.494	-4.492	-4.5	-4.496	-4.499	-3.561	
-3.183	-3.283	-3.511	-3.995	-3.136	-3.339	-2.877	-3.573	-3.062	
-1.832	-2.033	-2.139	-2.326	-2.519	-2.701	-2.37	-3.023	-1.872	
-1.644	-1.365	-0.9332	-1.365	-1.401	-1.644	-1.945	-1.417	-1.764	
-0.6049	-1.329	-0.8174	-0.805	-0.8088	-0.5	-1.368	-0.8832	-1.226	
-1.117	-0.6866	-0.7626	-0.5	-1.05	-0.8367	-0.5445	-0.6446	-1.442	
-1.785	-1.595	-1.49	-1.539	-1.069	-0.8951	-0.9443	-1.812	-1.188	
-2.069	-2.331	-2.304	-2.385	-2.368	-2.097	-2.142	-2.979	-2.243	
-3.047	-3.804	-3.871	-3.428	-3.422	-3.956	-3.327	-3.133	-3.032	
-3.888	-4.449	-4.488	-4.48	-4.492	-4.499	-4.496	-4.137	-4.284	
