-4.475	-4.181	-3.803	-4.242	-4.384	-3.368	-2.853	-3.862	-3.586	
-3.275	-3.23	-3.241	-3.578	-3.283	-3.661	-3.749	-3.291	-3.262	
-2.522	-2.65	-2.746	-2.296	-2.449	-2.179	-2.707	-2.476	-2.511	
-1.94	-1.519	-1.642	-1.533	-1.567	-1.868	-1.685	-1.28	-1.621	
-0.8123	-1.205	-0.8755	-0.798	-0.982	-0.7797	-0.7996	-0.7578	-0.748	
-1.066	-0.771	-1.226	-0.9599	-0.8162	-0.5734	-1.376	-0.8796	-0.6231	
-1.513	-0.8504	-2.078	-1.285	-1.495	-1.565	-1.708	-1.663	-1.275	
-2.154	-2.352	-2.519	-2.622	-2.666	-2.677	-2.041	-2.515	-2.217	
-3.118	-3.463	-3.167	-3.436	-3.373	-3.375	-3.416	-3.197	-3.657	
-3.325	-3.72	-3.488	-4.272	-3.791	-2.25	-0.45	-2.475	-3.375	
