-4.71244	-0.770186	-0.616223	-0.733045	-0.794648	-0.561968	-0.225191	-0.615166	-0.71666	
-0.465191	-0.895449	-2.62117	-1.46466	-0.740475	-1.3309	-2.63768	-2.03768	-0.895149	
-0.647209	-0.579312	-0.839795	-0.153002	-0.304818	-0.443191	-2.35314	-0.975694	-0.0849534	
-0.547311	-1.0112	0.563265	-1.00263	-1.6468	-0.155267	0.204134	-0.549418	1.84648	
-0.424873	-1.13222	0.417196	-0.328054	-0.187688	-0.274503	-0.46533	-0.325035	-0.349809	
-0.126329	-0.544171	-0.73823	-0.315076	-0.127811	-0.173382	-0.586517	-0.641658	-0.849478	
-0.561247	-1.48824	-0.747061	0	-0.653132	-1.19028	-21.9658	0.337714	-1.27247	
-0.930726	-0.656418	-0.72548	-0.34422	-0.232987	-0.629941	-0.468849	-0.284197	-1.39905	
-0.464851	-2.35026	0.23141	-2.37647	-0.43999	-0.644914	0	0.131649	0.65893	
-0.464691	-0.10403	-0.132434	-0.108826	-0.164129	-0.139978	-0.232389	-0.153087	1.04506	
