-4.509	-4.509	-4.509	-4.509	-4.509	-4.457	-4.238	-4.478	-4.457	
-3.583	-3.517	-3.472	-3.149	-3.316	-3.626	-2.761	-3.135	-2.243	
-2.174	-3.604	-3.392	-2.61	-2.586	-2.242	-2.151	-2.761	-1.381	
-1.614	-1.587	-2.151	-1.857	-1.408	-1.996	-1.57	-2.088	-2.033	
-1.692	-1.372	-1.02	-1.678	-1.484	-1.077	-1.019	-1.466	-1.201	
-1.006	-1.096	-0.9691	-1.175	-0.9135	-0.8544	-0.7946	-0.8976	-0.9855	
-1.837	-1.348	-1.971	-2.528	-1.249	-1.735	-1.754	-1.581	-1.676	
-3.027	-2.129	-2.168	-2.707	-2.13	-2.17	-2.496	-2.084	-2.079	
-3.853	-3.94	-2.745	-2.329	-2.946	-3.686	-3.747	-3.244	-3.703	
-3.945	-4.379	-4.517	-4.042	-4.517	-4.517	-4.517	-4.517	-4.347	
