-3.6875	-4	-3.77344	-1.99182	-0.500006	-0.501209	-1.79688	-2.38565	-2.46972	
-3.375	-0.25	-1.875	-1.5625	-0.529297	-1.26258	-1.11719	-2.57508	-3.45508	
0	-2.875	-2.1875	-1.71875	-0.749937	-0.503662	-1.78906	-2.47217	-3.44531	
-3.375	-3.375	-1.875	-1.4375	-1.02929	-0.499024	-1.09375	-2.4873	-3.22449	
0	-1.75	-2.84375	-1.75	-0.578122	-0.501343	-1.67969	-2.15625	-4.30469	
-4.21875	-0.75	-2.125	-1.09375	-0.624512	-0.500669	-1.51172	-3.0172	-3.48219	
0	-1.75	-1.9375	-0.75	-0.75586	-0.500336	-1.46875	-2.50928	-3.49683	
0	0	-1.25	-2.03125	-1.03363	-0.50914	-1.6875	-2.47577	-3.20312	
-4.49986	0	-1.875	-1.3125	-0.4375	-0.625282	-1.53125	-2.46875	-3.91694	
-4	-3.77344	-1.99182	-0.500006	-0.501209	-1.79688	-2.38565	-2.46972	-4.49995	
