-4.49999	-3.04758	-0.75	-1.17	-0.50009	0	-0.75	-0.75	-2.7846	
-4.49999	-3.15579	-1.05	-1.059	-0.517116	-1.0149	-0.45	-1.653	-2.99922	
-4.49999	-2.2995	-1.17	-0.765	-0.758823	-0.765	-2.06586	-1.575	0	
-4.49999	-3.25889	-1.38	-0.75	-0.471176	-0.57	-0.87	-2.00265	-2.19	
-4.5	-3.79998	-2.80013	-1.72588	-0.508479	-0.817992	-1.87683	-2.85054	-3.81729	
-4.49999	-2.85675	-1.8483	-0.75	-0.58995	-0.6	-1.065	0	-3.114	
-4.49999	-2.421	-2.15565	-0.9855	-0.544075	-0.51	-0.8955	-0.45	-1.35	
-4.49999	-3.73473	-2.06586	-1.20285	-0.441175	-0.15	0	-1.575	-3.07272	
-4.49999	-2.75079	-2.06439	-0.75	-0.45126	-0.3285	-1.206	-1.968	-1.2	
-3.04758	-0.75	-1.17	-0.50009	0	-0.75	-0.75	-2.7846	-4.50161	
