-15.129	-5.95424	-1.19438	-0.447957	-0.0916571	-0.476582	-0.891583	-1.94689	-4.41622	
-23.6222	-3.54516	-1.86076	-0.823555	-0.115797	-0.333035	-0.62827	-3.40681	-5.00941	
-11.6939	-3.8819	-2.60251	-0.419287	-0.34172	-0.635267	-0.861842	-2.61699	-7.04867	
-17.5734	-4.57307	-1.46058	-0.882202	-0.212295	-0.53354	-1.68288	-2.45159	-4.75894	
-20.9559	-3.24733	-1.78441	-0.328545	-0.0415555	-0.468054	-0.756403	-3.02092	-5.95054	
-36.3648	-4.60134	-1.55861	-2.05272	-0.365687	-0.328079	-0.128544	-1.01693	-4.1757	
-16.4437	-3.32332	-1.6823	-0.7264	-0.579514	-0.557654	-0.984881	-2.39183	-3.97896	
-23.3849	-4.78319	-2.56325	-0.72713	-0.648328	-0.894591	-0.0719281	-1.60338	-7.19874	
-23.3479	-4.25608	-2.23944	-0.292676	-0.436808	-0.591157	-1.85372	-1.32661	-4.99487	
-5.95424	-1.19438	-0.447957	-0.0916571	-0.476582	-0.891583	-1.94689	-4.41622	-38.8562	
